game_id,game_date,table_id,game_duration,final_score_red,final_score_blue,winner,player_id,player_name,player_canonical_name,player_age,player_goals,team_color
G021377,24-04-18,T03,00:21:37,8,10,Blue,P0246,Hugo Moreau,Hugo Moreau,,1,Blue
G004035,23-05-10,T05,,9,9,,P0315,Camille Richard,Camille Richard,21,9,Red
G010148,25-04-21,T20,,0,6,Blue,P0177,Casey Nakamura,Casey Nakamura,,0,Red
G010207,25-05-16,T17,00:15:00,8,7,Red,P0726,Chloe Lopez,Chloe Lopez,45,2,Red
G008927,23-11-16,T24,,8,1,Red,P0259,Emma,Emma Rousseau,,5,Red
G021560,24-03-18,T19,00:19:06,4,2,Red,P0169,Jordan Mercier,Jordan Mercier,,0,Blue
G008289,25-06-13,T28,00:07:54,4,1,Red,P0668,Taylor Faure,Taylor Faure,21,0,Blue
G017520,24-04-24,T08,,1,0,Red,P0620,Riley Morel,Riley Morel,,1,Red
G017768,23-05-08,T17,,2,5,Blue,P0721,Alex Andre,Alex Andre,,1,Red
G022822,25-11-25,T27,00:15:10,5,2,,P0405,Martin Mateo,Mateo Martin,20,1,Red
G006381,24-11-05,T26,00:17:00,10,7,Red,P0187,Jamie,Jamie Garcia,29,3,Blue
G010620,24-04-02,T23,00:08:36,8,10,Blue,P0528,Emma Muller,Emma Muller,21,6,Blue
G014759,25-11-27,T23,,7,8,Blue,P0186,Mila G.,Mila Garnier,,3,Red
G001112,24-05-24,T09,,0,4,Blue,P0251,Mateo Muller,Mateo Muller,34,0,Red
G012237,23-06-16,T25,,8,4,Red,P0725,Lena Kim,Lena Kim,21,2,Blue
G019264,23-07-20,T21,00:08:00,9,2,Red,P0093,Eric A.,Eric Andre,20,2,Blue
G014186,23-04-01,T06,00:07:00,6,2,Red,P0213,M. Girard,Mila Girard,44,3,Red
G013088,24-01-16,T01,00:27:13,0,4,Blue,P0071,Andre Sarah,Sarah Andre,20,1,Blue
G002089,23-03-18,T17,00:19:00,6,4,Red,P0397,Antoine P.,Antoine Petit,21,2,Red
G002322,24-09-03,T20,00:44:22,4,5,Blue,P0185,Pierre Richard,Pierre Richard,17,0,Red
G021645,23-02-21,T08,00:08:00,8,10,Blue,P0159,Moreau Julien,Julien Moreau,20,3,Blue
G020213,23-01-04,T04,00:35:05,0,0,,P0695,Jamie M.,Jamie Martin,20,0,Blue
G008293,23-07-05,T04,00:24:09,5,8,Blue,P0190,Taylor P.,Taylor Philippe,21,5,Red
G018878,24-06-12,T22,00:05:00,6,5,Red,P0288,Julien Garcia,Julien Garcia,,3,Red
G019129,23-12-25,T06,,7,5,Red,P0076,Eric Garcia,Eric Garcia,,7,Red
G019314,25-10-31,T27,00:09:03,3,4,Blue,P0152,Eric Martin,Eric Martin,21,3,Red
G002858,23-11-06,T25,,0,9,Blue,P0320,Lucas,Lucas Schmidt,,0,Red
G002799,23-02-24,T18,00:42:31,0,8,Blue,P0783,Laurent Diego,Diego Laurent,20,0,Red
G012871,25-05-06,T05,00:05:00,7,1,Red,P0319,Sarah Richard,Sarah Richard,,2,Red
G000970,23-01-13,T02,00:14:31,2,0,Red,P0474,Mateo Laurent,Mateo Laurent,20,0,Red
G009299,25-05-14,T09,,6,6,,P0179,Andre Ethan,Ethan Andre,,4,Red
G015463,23-03-15,T11,,7,,Red,P0308,Alex Durand,Alex Durand,21,3,Blue
G023603,25-06-25,T10,,1,2,Blue,P0345,Liam Garnier,Liam Garnier,20,1,Blue
G011374,24-08-02,T23,,2,6,Blue,P0702,Emma,Emma Muller,20,1,Red
G000884,23-05-30,T30,00:06:00,3,2,Red,P0649,Pierre Schmidt,Pierre Schmidt,,3,Red
G013205,23-01-10,T10,,7,9,Blue,P0205,Morgan N.,Morgan Nakamura,20,0,Blue
G019711,25-10-08,T13,,7,8,Blue,P0419,Sarah Rousseau,Sarah Rousseau,43,3,Red
G002678,23-08-05,T19,,3,0,Red,P0728,Jamie D.,Jamie Durand,,2,Red
G020303,23-12-23,T27,,0,4,Blue,P0024,M. Schmidt,Mila Schmidt,21,0,Red
G018214,24-12-09,T13,00:32:27,0,9,Blue,P0643,Chris B.,Chris Blanc,20,one,Blue
G009733,24-10-31,T06,00:55:23,4,10,Blue,P0006,Ethan Blanc,Ethan Blanc,20,0,Red
G011080,23-05-31,T23,00:45:43,3,4,Blue,P0358,Julien Kovacs,Julien Kovacs,20,one,Blue
G009758,23-08-28,T02,,3,8,Blue,P0258,Taylor,Taylor Bianchi,,2,Red
G013322,23-05-30,T08,00:05:00,10,6,Red,P0268,Blanc Pierre,Pierre Blanc,,10,Red
G011028,24-06-26,T11,00:09:00,0,3,Blue,P0170,Mohamed Girard,Mohamed Girard,,0,Blue
G007465,25-11-15,T17,00:07:00,10,0,Red,P0486,Mohamed,Mohamed Faure,20,0,Blue
G023400,24-08-10,T17,00:11:00,1,7,Blue,P0477,Eric S.,Eric Silva,,7,Blue
G013467,25-02-21,T17,,5,7,Blue,P0076,Eric Garcia,Eric Garcia,,3,Blue
G015080,24-11-05,T16,00:47:39,3,3,,P0181,Chris B.,Chris Blanc,28,0,Blue
G000963,25-12-20,T16,00:22:18,6,7,Blue,P0385,Maria,Maria Durand,,ten,Red
G002118,23-12-11,T19,00:44:13,1,2,Blue,P0425,Maria Bianchi,Maria Bianchi,21,1,Blue
G020513,25-04-12,T28,,3,3,,P0287,Julie Garcia,Julie Garcia,20,1,Blue
G011435,24-01-10,T12,00:11:00,10,4,Red,P0033,Taylor Durand,Taylor Durand,,10,Red
G023225,24-12-19,T09,00:18:00,0,10,Blue,P0705,Sofia Rossi,Sofia Rossi,19,7,Blue
G006062,24-07-18,T14,00:50:37,4,3,Red,P0402,Kim Alex,Alex Kim,,0,Red
G007141,23-01-14,T01,,2,5,Blue,P0371,Maria Philippe,Maria Philippe,21,1,Blue
G002526,24-04-26,T16,,2,7,Blue,P0633,Lopez Camille,Camille Lopez,,6,Blue
G017760,23-05-21,T29,,4,1,Red,P0625,Ana,Ana Bernard,,3,Red
G005006,24-09-02,T24,,2,7,Blue,P0358,Julien Kovacs,Julien Kovacs,,3,Blue
G011531,25-11-03,T24,00:37:54,1,3,Blue,P0233,Luc R.,Luc Robert,38,0,Blue
G018073,23-12-07,T21,00:25:33,4,3,Red,P0710,Camille Kovacs,Camille Kovacs,21,2,Red
G010713,25-03-10,T12,,7,0,Red,P0796,Ava Girard,Ava Girard,21,5,Red
G019229,24-12-29,T11,,5,6,Blue,P0668,Taylor Faure,Taylor Faure,20,one,Red
G011716,25-09-25,T09,,1,8,Blue,P0329,Ana A.,Ana Andre,,0,Red
G018564,23-03-02,T23,,4,0,Red,P0677,O. Rousseau,Olivia Rousseau,21,0,Blue
G016065,25-05-30,T15,00:10:00,1,9,Blue,P0150,Jordan Lopez,Jordan Lopez,,3,Blue
G000788,25-07-21,T20,00:52:53,2,7,Blue,P0738,Julie,Julie Lopez,,2,Blue
G008734,23-08-13,T27,00:15:48,6,7,Blue,P0099,Olivia Martin,Olivia Martin,20,2,Blue
G014596,25-08-23,T17,00:41:35,1,5,Blue,P0121,Taylor Silva,Taylor Silva,,4,Blue
G008052,23-09-14,T30,00:12:00,8,10,Blue,P0017,Leroy Sarah,Sarah Leroy,,1,Red
G015397,23-06-24,T07,00:17:00,4,7,Blue,P0413,Blanc Maria,Maria Blanc,20,2,Red
g020065,23-07-07,T25,,3,3,,P0325,Jamie Schmidt,Jamie Schmidt,20,0,Red
G010004,24-05-19,T20,,2,,,P0485,Sofia Morel,Sofia Morel,,0,Blue
G011099a,25-08-08,T06,,9,2,Red,P0332,Rossi Leo,Leo Rossi,21,7,Red
G009804,23-07-02,T06,00:20:00,1,2,Blue,P0432,Ana,Ana Richard,,1,Red
G021312,23-09-08,T16,,7,3,Red,P0596,Julien Robert,Julien Robert,,3,Red
G012461,24-03-06,T15,00:08:00,4,1,Red,P0230,Sam Laurent,Sam Laurent,21,2,Red
G008214,24-10-12,T15,00:08:00,5,0,Red,P0312,Julie Nakamura,Julie Nakamura,20,0,Blue
G019310,23-02-15,T03,00:31:57,8,7,,P0313,Olivia Robert,Olivia Robert,,7,Blue
G008232,23-10-22,T24,,4,4,,P0011,Isabella Robert,Isabella Robert,,4,Red
G018336,23-03-10,T04,00:07:34,8,6,Red,P0021,Garnier Chris,Chris Garnier,24,3,Red
G013278,25-11-11,T07,,10,9,Red,P0713,C. Philippe,Camille Philippe,26,7,Blue
G017794,23-06-27,T07,00:20:00,5,4,Red,P0623,P. Kovacs,Paul Kovacs,,2,Red
G006581,25-01-18,T28,00:17:00,10,4,Red,P0005,Maria,Maria Martin,,2,Blue
G015446,25-02-13,T16,00:53:15,5,5,,P0582,Ava Schmidt,Ava Schmidt,21,1,Red
G011647,25-08-05,T18,00:57:04,10,10,,P0100,Chris,Chris Rossi,,7,Blue
G004501,23-02-01,T22,00:16:00,3,3,,P0394,Casey Mercier,Casey Mercier,21,1,Red
G007759,25-10-24,T10,00:05:00,2,8,Blue,P0048,Isabella R.,Isabella Richard,,0,Blue
G002860,25-07-08,T30,00:40:43,3,3,,P0643,Chris Blanc,Chris Blanc,,2,Blue
G014906,24-11-16,T03,,1,1,,P0699,M. Nakamura,Maria Nakamura,37,0,Red
G018361,23-09-09,T07,00:19:00,0,,,P0277,Sarah Martin,Sarah Martin,,2,Blue
G000875,23-08-25,T30,,1,8,Blue,P0712,Chris,Chris Schmidt,33,0,Red
G007270,23-06-22,T26,,2,8,Blue,P0433,Lena,Lena Mercier,,6,Blue
G014581,23-04-06,T30,00:18:00,10,4,Red,P0091,Leo Clement,Leo Clement,20,1,Blue
G021108,23-06-02,T10,,4,6,Blue,P0481,Sofia Silva,Sofia Silva,23,2,Blue
G019543,25-12-26,T18,00:35:32,6,4,Red,P0487,Paul,Paul Petit,,2,Blue
G007213,25-11-21,T26,,1,,,P0313,Olivia R.,Olivia Robert,,2,Blue
G014087,25-05-17,T04,00:20:00,7,4,,P0367,Camille Rossi,Camille Rossi,,2,Blue
G017188,23-12-09,T04,,3,,,P0047,Emma Kim,Emma Kim,,8,Blue
G020841,25-05-29,T05,,6,2,Red,P0575,Ana,Ana Bianchi,21,0,Blue
G023461,24-07-29,T13,,7,10,Blue,P0768,Alex Thomas,Alex Thomas,,5,Red
G021582,23-10-14,T22,,4,0,Red,P0558,Morgan,Morgan Kovacs,,1,Red
G003510,23-01-18,T23,00:31:33,9,10,Blue,P0509,Noah Lopez,Noah Lopez,21,10,Blue
G024896,24-11-25,T09,,2,7,Blue,P0546,Alex Bianchi,Alex Bianchi,,2,Blue
G000454,23-06-08,T20,,9,2,Red,P0787,Camille Blanc,Camille Blanc,,0,Red
G019464,25-03-07,T19,00:08:00,0,9,Blue,P0018,Emma Thomas,Emma Thomas,,0,Red
G000265,23-07-29,T03,00:18:00,3,7,Blue,P0760,Robert Ethan,Ethan Robert,44,0,Red
G002698,24-03-16,T07,,1,2,Blue,P0124,Sam,Sam Kovacs,27,0,Blue
G004583,25-01-29,T29,,1,5,Blue,P0110,Maria Bianchi,Maria Bianchi,20,1,Red
G020207,24-06-30,T21,,0,9,Blue,P0428,Ethan Moreau,Ethan Moreau,21,0,Red
G008679,24-06-24,T02,00:11:00,3,0,Red,P0779,Bernard Ethan,Ethan Bernard,,0,Blue
G011439,25-05-05,T30,00:20:01,0,5,Blue,P0220,M.. Petit,Mila Petit,,0,Red
G019907,24-06-13,T17,00:16:00,4,,,P0394,Casey,Casey Mercier,25,2,Blue
G014218,24-03-05,T18,,0,0,,P0507,Maya Rossi,Maya Rossi,41,0,Blue
G011340,24-02-03,T12,00:14:47,7,8,Blue,P0109,N. Kim,Noah Kim,,5,Red
G013632,23-10-19,T10,,7,0,,P0523,E. Garcia,Ethan Garcia,,0,Blue
G009220,25-11-29,T06,,6,0,Red,P0023,Luc Andre,Luc Andre,16,3,Red
G012547,23-04-03,T14,00:05:00,1,6,Blue,P0788,M. Morel,Morgan Morel,,4,Blue
G013908,24-08-25,T25,,2,6,Blue,P0237,Julie Andre,Julie Andre,,0,Red
G000409,24-02-05,T04,00:12:00,6,1,Red,P0496,Chris Richard,Chris Richard,21,1,Blue
G020396,24-12-29,T26,,0,7,Blue,P0721,A. Andre,Alex Andre,21,0,Red
G019798,23-12-14,T09,00:28:47,1,0,Red,P0256,Mateo Garnier,Mateo Garnier,,0,Blue
G024599,23-02-20,T08,00:09:00,5,2,,P0570,Maria Faure,Maria Faure,20,2,Red
G001257,24-03-04,T03,,5,8,Blue,P0388,Sam Bianchi,Sam Bianchi,,1,Red
G001775,23-11-10,T17,00:17:00,10,7,Red,P0619,Julien Garnier,Julien Garnier,,7,Blue
G012287,23-03-11,T02,00:50:14,6,8,Blue,P0682,Jordan Kim,Jordan Kim,,0,Red
G023228,23-11-29,T11,00:11:24,7,10,Blue,P0387,Taylor Bianchi,Taylor Bianchi,32,0,Blue
G016798,23-12-14,T06,00:05:00,5,6,Blue,P0726,C. Lopez,Chloe Lopez,20,3,Red
G006820,24-10-08,T24,,6,0,,P0130,Olivia Mercier,Olivia Mercier,21,0,Blue
G000297,25-12-09,T03,,2,1,Red,P0392,Riley Richard,Riley Richard,,1,Blue
G022360,24-02-25,T12,00:14:00,3,3,,P0356,Mohamed. Philippe,Mohamed Philippe,,3,Blue
G002237,24-02-09,T07,,4,7,Blue,P0692,Laurent Sam,Sam Laurent,,2,Red
G010160,23-07-09,T21,00:09:00,9,2,,P0315,Camille Richard,Camille Richard,39,6,Red
G024576,25-01-05,T03,00:16:00,0,10,Blue,P0334,Mila Bianchi,Mila Bianchi,,3,Blue
G024972,25-06-21,T12,,8,7,Red,P0290,Olivia Laurent,Olivia Laurent,21,6,Red
G002307,23-11-06,T12,00:09:00,2,2,,P0311,Taylor,Taylor Faure,20,0,Red
G017442,23-08-27,T12,00:38:26,9,0,,P0582,Ava Schmidt,Ava Schmidt,31,0,Blue
G010369,24-06-13,T04,,7,10,Blue,P0068,Jordan Kovacs,Jordan Kovacs,,1,Blue
G004029,24-11-09,T02,,0,4,Blue,P0207,Casey Nakamura,Casey Nakamura,20,3,Blue
G007886,24-07-27,T13,,10,0,Red,P0065,Antoine Richard,Antoine Richard,,0,Blue
G018030,23-07-01,T06,,6,5,Red,P0191,Lena A.,Lena Andre,43,1,Blue
G001139,24-09-14,T25,,1,10,Blue,P0642,Richard Sofia,Sofia Richard,44,5,Blue
G017945,24-05-30,T19,00:13:00,5,9,Blue,P0008,Robert Chris,Chris Robert,,1,Red
G024345,25-02-27,T19,00:06:00,2,,,P0546,Alex Bianchi,Alex Bianchi,22,0,Blue
G003283,23-03-05,T21,,2,8,Blue,P0729,Sam Laurent,Sam Laurent,22,2,
G017070,23-11-21,T14,00:45:39,8,3,,P0385,M. Durand,Maria Durand,,2,Red
G007129,25-02-22,T27,,2,9,Blue,P0639,Durand Maria,Maria Durand,,0,Blue
G017181,25-01-19,T04,00:37:21,5,7,Blue,P0042,Emma. Silva,Emma Silva,20,5,Blue
G016393,25-12-14,T05,,7,1,Red,P0226,Sam Muller,Sam Muller,,0,Blue
G000114,23-07-12,T02,00:18:00,8,7,Red,P0260,Carlos,Carlos Garnier,,6,Blue
G004733,24-01-14,T14,,4,0,Red,P0174,Lucas Martin,Lucas Martin,21,0,Red
G013572,24-04-27,T01,00:11:04,10,,Red,P0238,R. Kim,Riley Kim,27,3,Red
G012037,25-01-25,T27,00:18:00,0,,Blue,P0509,Noah,Noah Lopez,21,0,Red
G010533,24-03-11,T18,,0,1,Blue,P0008,Chris Robert,Chris Robert,21,1,Blue
G019093,25-10-27,T12,,7,9,Blue,P0102,Taylor B.,Taylor Bianchi,,7,Red
G020755,24-03-07,T22,,7,1,Red,P0356,Mohamed Philippe,Mohamed Philippe,,0,Blue
G019860,23-10-02,T21,00:18:00,1,0,Red,P0679,Sofia,Sofia Philippe,41,0,Red
G008052,23-09-14,T30,00:12:00,8,10,Blue,P0496,C. Richard,Chris Richard,21,2,Blue
G002546,23-09-11,T28,00:09:41,5,2,,P0635,Kovacs Paul,Paul Kovacs,,1,Blue
G001427,23-02-10,T17,00:16:07,3,4,Blue,P0320,Lucas S.,Lucas Schmidt,21,2,Blue
G020411,25-08-23,T02,,10,2,Red,P0571,Julie,Julie Durand,,7,Red
G005874,24-09-26,T10,00:31:34,10,5,Red,P0303,Maya L.,Maya Leroy,21,0,Blue
G019402,23-09-02,T02,,6,10,Blue,P0700,Antoine G.,Antoine Girard,20,1,Red
G009998,25-06-20,T29,,5,,,P0592,Emma Blanc,Emma Blanc,,10,Blue
G016913,23-08-11,T12,,2,4,Blue,P0289,Andre Lucas,Lucas Andre,21,1,Red
G004612,23-10-21,T26,00:40:46,8,9,Blue,P0302,Carlos Garcia,Carlos Garcia,20,7,Blue
G003896,25-07-28,T18,00:41:02,9,10,Blue,P0209,Isabella,Isabella Thomas,,1,Red
G003908,23-05-04,T29,,0,8,Blue,P0171,Diego,Diego Petit,20,0,Red
G019214,24-10-04,T13,,0,8,Blue,P0157,Jordan Petit,Jordan Petit,20,0,Blue
G016968,24-03-22,T21,,6,1,Red,P0154,Julie Morel,Julie Morel,21,3,Red
G008864,25-11-17,T21,00:38:27,0,,Red,P0096,Antoine Nakamura,Antoine Nakamura,35,0,Blue
G014486,24-09-01,T06,00:18:00,10,8,Red,P0544,C. Richard,Chris Richard,,9,Red
G002669,25-12-17,T16,00:50:00,2,3,Blue,P0399,Bianchi Casey,Casey Bianchi,,3,Blue
G000328,25-06-21,T17,,0,0,,P0200,Ana Muller,Ana Muller,20,0,Blue
G005577,23-06-07,T24,,0,3,Blue,P0593,Morel Mohamed,Mohamed Morel,16,0,Red
G003793,25-02-14,T14,00:20:00,2,0,,P0608,Luc Leroy,Luc Leroy,,0,Blue
G021027,25-06-28,T09,,1,0,Red,P0573,Antoine A.,Antoine Andre,20,0,Blue
G019385,25-04-25,T13,,9,8,,P0123,Taylor Nakamura,Taylor Nakamura,20,7,Blue
G005766,25-08-26,T25,00:20:00,0,9,Blue,P0089,M. Thomas,Mateo Thomas,21,3,Blue
G010661,25-06-06,T28,,5,2,,P0700,Antoine Girard,Antoine Girard,,2,Red
G008317,23-05-02,T19,00:48:26,10,0,Red,P0664,Nakamura Eric,Eric Nakamura,21,0,Blue
G014092,24-03-19,T29,,9,9,,P0096,Nakamura Antoine,Antoine Nakamura,21,5,Red
G009908,23-04-27,T23,,5,0,,P0085,Lucas Girard,Lucas Girard,21,5,Red
G000977,24-08-04,T18,00:23:09,4,6,Blue,P0334,M. Bianchi,Mila Bianchi,,2,Red
G001969,25-03-30,T14,00:12:41,9,0,Red,P0635,Paul Kovacs,Paul Kovacs,,3,Red
G002832,24-06-20,T19,00:19:00,9,1,Red,P0341,Leroy Emma,Emma Leroy,39,1,Blue
G002677,23-04-13,T10,00:31:01,10,3,Red,P0259,Emma Rousseau,Emma Rousseau,20,3,Red
G014112,25-03-18,T01,,0,8,Blue,P0441,Emma Nakamura,Emma Nakamura,,6,Blue
G001051,23-08-27,T06,,6,9,Blue,P0306,C. Richard,Chloe Richard,,3,Red
G022360,24-02-25,T12,00:14:00,3,3,,P0311,Taylor Faure,Taylor Faure,20,1,Blue
G019539,23-09-25,T09,,9,1,Red,P0177,Casey Nakamura,Casey Nakamura,40,6,Red
G011456,24-04-05,T08,,7,5,Red,P0313,Olivia Robert,Olivia Robert,,2,Blue
G013559,24-01-24,T17,00:19:00,4,6,Blue,P0776,Morel Taylor,Taylor Morel,,5,Blue
G020852,24-10-06,T04,,4,1,Red,P0465,Mateo Leroy,Mateo Leroy,,0,Blue
G023554,23-03-15,T21,,10,0,Red,P0175,Ava M.,Ava Martin,30,9,Red
G016283,24-06-03,T09,00:14:00,10,4,Red,P0478,Maria Thomas,Maria Thomas,,4,Red
G023734,25-02-17,T06,,6,9,Blue,P0507,M. Rossi,Maya Rossi,29,1,Red
G003581,24-03-30,T18,,7,7,,P0471,Ethan Bianchi,Ethan Bianchi,20,5,Blue
G013130,23-01-31,T16,00:08:00,10,0,,P0466,Casey Rossi,Casey Rossi,,10,Blue
G021870,23-12-28,T11,00:32:27,5,10,Blue,P0078,Bianchi Maria,Maria Bianchi,,0,Red
G002442,25-05-14,T03,,2,3,Blue,P0417,Julie M.,Julie Muller,,2,Blue
G021657,23-10-02,T01,,6,0,Red,P0121,Taylor Silva,Taylor Silva,32,3,Red
G018507,23-03-25,T26,00:06:00,6,2,Red,P0074,Girard Lena,Lena Girard,,1,Blue
G009853,24-06-25,T14,00:07:06,5,2,Red,P0414,Martin Antoine,Antoine Martin,,2,Red
G024410,24-01-10,T19,00:27:20,4,3,Red,P0613,Mateo Silva,Mateo Silva,21,2,Blue
G014209,23-02-15,T29,,1,0,Red,P0440,Mila,Mila Leroy,,0,Red
G024879,24-11-07,T28,00:08:00,5,10,Blue,P0448,Isabella Bianchi,Isabella Bianchi,,3,Red
G006071,23-09-01,T23,00:25:16,1,5,Blue,P0602,Eric L.,Eric Laurent,,5,Blue
G010705,23-08-08,T06,00:08:22,3,3,,P0235,Morgan R.,Morgan Rousseau,,2,Blue
G002148,25-09-08,T05,00:09:00,2,3,Blue,P0131,M.. Richard,Mohamed Richard,,one,Blue
G013266,25-05-30,T12,00:21:12,3,2,,P0776,Taylor,Taylor Morel,,0,Blue
G005386,23-09-02,T24,00:20:00,8,1,Red,P0616,Julie D.,Julie Durand,21,1,Red
G009654,23-08-10,T29,00:05:00,8,4,Red,P0082,Leo Faure,Leo Faure,,2,Blue
G009703,24-08-26,T09,,5,5,,P0665,Nakamura Lena,Lena Nakamura,20,4,Blue
G020640,24-08-31,T06,,7,6,,P0321,Diego,Diego Faure,20,4,Red
G015159,24-06-22,T07,,7,9,Blue,P0103,Maria B.,Maria Bianchi,20,4,Red
G005862,25-01-05,T26,00:17:00,5,0,,P0300,Leo Garcia,Leo Garcia,,4,Red
G011994,23-08-10,T15,,2,,Blue,P0075,Mila Clement,Mila Clement,,0,Red
G016955,24-11-10,T23,,6,6,,P0489,Mohamed Bernard,Mohamed Bernard,,2,Red
G017106,25-02-12,T27,00:35:46,6,1,,P0479,Emma Durand,Emma Durand,21,0,Blue
G003559,23-10-16,T22,,8,4,Red,P0301,Chris Laurent,Chris Laurent,42,4,Red
G017790,24-01-21,T12,,1,7,Blue,P0638,Youssef K.,Youssef Kovacs,44,0,Red
G007498,24-02-11,T23,00:06:00,5,10,Blue,P0096,Antoine Nakamura,Antoine Nakamura,,6,Blue
G013232,24-06-17,T19,00:06:00,8,4,,P0659,Hugo Morel,Hugo Morel,21,4,Blue
G013444,25-08-29,T27,,2,9,Blue,P0685,Sofia Bianchi,Sofia Bianchi,,3,Blue
G007013,24-08-09,T05,00:52:18,8,9,Blue,P0495,Olivia L.,Olivia Laurent,21,5,Red
G018081,25-07-13,T01,00:16:00,7,0,,P0359,Julie Clement,Julie Clement,,0,Blue
G011565,23-05-05,T29,00:46:31,4,6,Blue,P0172,Jordan Girard,Jordan Girard,,0,Blue
G019250,24-09-29,T21,00:45:00,0,0,,P0185,Pierre Richard,Pierre Richard,33,0,Blue
G011604,24-06-07,T28,00:16:00,3,3,,P0665,Lena Nakamura,Lena Nakamura,,3,
G006069,23-06-01,T18,,8,5,Red,P0397,Antoine Petit,Antoine Petit,20,3,Red
G009570,24-10-17,T27,,7,3,Red,P0425,Bianchi. Maria,Maria Bianchi,20,1,Red
G003768,24-11-20,T21,00:19:00,0,5,Blue,P0090,Antoine Bianchi,Antoine Bianchi,45,0,Red
G019737,25-03-27,T12,,7,10,Blue,P0107,Diego,Diego Kovacs,,7,Red
G004500,24-10-08,T27,,9,8,Red,P0341,Emma Leroy,Emma Leroy,,1,Red
G013940,24-06-22,T28,,4,10,Blue,P0311,Taylor Faure,Taylor Faure,,5,Blue
G021155,25-12-18,T17,00:20:00,4,3,,P0030,M. Nakamura,Maya Nakamura,,4,Red
G019188,23-12-10,T12,00:20:26,1,0,Red,P0523,Ethan G.,Ethan Garcia,45,0,Blue
G005479,23-08-28,T07,,0,3,Blue,P0042,Silva Emma,Emma Silva,,3,Red
G017059,23-07-27,T26,,3,1,Red,P0675,Mohamed Bernard,Mohamed Bernard,,1,Blue
G015888,25-03-24,T21,00:25:38,7,7,,P0508,Morgan B.,Morgan Bianchi,,4,Red
G023600,23-04-12,T20,00:15:00,10,4,Red,P0399,C. Bianchi,Casey Bianchi,21,7,Red
G009553,25-08-06,T03,,10,8,Red,P0747,Antoine Clement,Antoine Clement,,4,Red
G006701,23-11-02,T09,,10,8,Red,P0666,Sofia Garcia,Sofia Garcia,21,5,Red
G005972,25-08-14,T10,00:08:17,6,3,Red,P0701,Carlos Kim,Carlos Kim,39,6,Red
G009100,24-12-19,T08,00:15:00,3,3,,P0700,Antoine Girard,Antoine Girard,30,0,Blue
G024249,25-10-25,T27,,10,4,Red,P0573,Antoine Andre,Antoine Andre,,10,Red
G003822,24-01-19,T23,00:18:01,3,1,,P0458,Rousseau Diego,Diego Rousseau,27,1,Blue
G001551,23-04-19,T15,,6,,,P0540,Sam N.,Sam Nakamura,19,4,Red
G014473,25-11-19,T18,00:05:00,7,9,Blue,P0530,Petit Jordan,Jordan Petit,21,0,Blue
G008177,24-02-08,T08,,3,,,P0571,Julie Durand,Julie Durand,20,0,Red
G002607,25-04-21,T01,00:56:11,3,9,Blue,P0685,Sofia B.,Sofia Bianchi,,0,Red
G002729,23-12-04,T04,,0,9,Blue,P0027,Casey Kim,Casey Kim,,one,Red
G013891,23-05-15,T08,,3,4,Blue,P0622,Carlos Mercier,Carlos Mercier,,3,Red
G010025,25-10-01,T02,,0,0,,P0401,Morgan,Morgan Mercier,21,0,Red
G016674,25-08-09,T12,00:13:38,8,1,Red,P0243,Lucas Rossi,Lucas Rossi,,5,Red
G013367,23-04-20,T28,,2,10,Blue,P0407,Hugo B.,Hugo Bernard,,2,Red
G009471,23-06-06,T08,00:14:00,6,10,Blue,P0627,Lena,Lena Philippe,21,4,Red
G001883,24-04-06,T09,,3,0,Red,P0367,Camille Rossi,Camille Rossi,21,0,Blue
G015930,23-06-07,T12,,6,4,Red,P0296,P. Faure,Pierre Faure,,0,Blue
G003269,25-04-13,T25,00:10:00,0,6,Blue,P0701,Carlos Kim,Carlos Kim,,0,Red
G013054,24-05-17,T04,00:06:00,9,1,,P0090,Antoine B.,Antoine Bianchi,21,6,
G019041,23-02-18,T27,,3,5,Blue,P0638,Kovacs Youssef,Youssef Kovacs,,5,Blue
G021772,24-12-01,T02,,8,0,Red,P0798,Carlos Andre,Carlos Andre,,0,Blue
G013931,23-07-16,T18,,8,7,Red,P0549,Lucas,Lucas Morel,21,2,Blue
G016373,23-09-01,T01,,2,8,Blue,P0162,Isabella Garcia,Isabella Garcia,,1,Blue
G015465,25-04-16,T23,,4,2,,P0029,Isabella L.,Isabella Laurent,20,ten,Blue
G006154,25-10-26,T21,,5,4,Red,P0368,Leo Muller,Leo Muller,20,1,Blue
G003799,25-11-19,T06,00:35:44,6,6,,P0216,Sarah Muller,Sarah Muller,,3,Blue
G016153,23-11-11,T06,00:16:05,6,3,Red,P0508,Morgan Bianchi,Morgan Bianchi,21,0,Blue
G022639,24-02-25,T06,00:12:00,0,4,Blue,P0377,Jordan Moreau,Jordan Moreau,20,0,Red
G019213,23-10-11,T19,00:09:00,8,,,P0208,M. Rossi,Morgan Rossi,,4,Blue
G024484,23-03-27,T24,,2,4,Blue,P0167,Maria Durand,Maria Durand,,0,Blue
G004342,24-12-21,T08,00:25:50,2,8,Blue,P0578,Jamie Kim,Jamie Kim,,3,Blue
G017927,23-02-17,T22,00:11:00,1,5,Blue,P0739,Morgan Muller,Morgan Muller,41,0,Red
G020496,25-01-15,T23,,9,3,Red,P0552,Emma Petit,Emma Petit,,0,Red
